uncertainty_type;budget;uncertainty;num_stages;alpha;overage_cost;uncertainty_scale;end_of_horizon_scale;iteration;test_name;runtime;objective;avg_samples
OTHER;;MULTI_AVERAGE;10;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT3' CG;14.9833;58.3731;nan
OTHER;;STOCHASTIC;15;0.250000;0.040000;scale_sqrtT;scale_10;0;GLIFTF;53.1915;81.3441;nan
OTHER;;STOCHASTIC;15;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT1;0.129075;79.7444;nan
OTHER;;MULTI_AVERAGE;20;0.500000;0.040000;scale_sqrtT;scale_10;0;GLIFTF;70.9889;240.272;nan
OTHER;;MULTI_AVERAGE;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT1;0.474614;223.031;nan
OTHER;;STOCHASTIC;15;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3;0.567561;79.4694;nan
OTHER;;MULTI_AVERAGE;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT3;1.8557;222.966;nan
OTHER;;STOCHASTIC;15;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3';0.702469;71.7585;nan
OTHER;;MULTI_AVERAGE;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT3';2.22972;223.031;nan
OTHER;;STOCHASTIC;20;0.000000;0.040000;scale_sqrtT;scale_10;0;GLIFTF;44.554;90.0866;nan
OTHER;;STOCHASTIC;20;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT1;0.297154;78.3252;nan
OTHER;;MULTI_AVERAGE;20;0.250000;0.040000;scale_sqrtT;scale_10;0;GLIFTF;79.9917;181.637;nan
OTHER;;MULTI_AVERAGE;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT1;0.545025;161.761;nan
OTHER;;STOCHASTIC;15;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFTF;45.0518;56.6378;nan
OTHER;;MULTI_AVERAGE;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3;2.09008;161.729;nan
OTHER;;STOCHASTIC;20;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT3;1.37816;78.3252;nan
OTHER;;MULTI_AVERAGE;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3';2.02264;159.862;nan
OTHER;;STOCHASTIC;15;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT1 CG;2.13008;67.7477;nan
OTHER;;STOCHASTIC;20;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT3';1.05899;69.2331;nan
OTHER;;MULTI_AVERAGE;15;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFTF;94.782;67.8747;nan
OTHER;;STOCHASTIC;15;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT3 CG;16.0163;67.7477;nan
OTHER;;MULTI_AVERAGE;15;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFTF;106.039;176.397;nan
OTHER;;MULTI_AVERAGE;15;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT1 CG;1.57819;176.971;nan
OTHER;;STOCHASTIC;15;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT3' CG;28.8379;59.0818;nan
OTHER;;MULTI_AVERAGE;15;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFTF;130.096;126.421;nan
OTHER;;MULTI_AVERAGE;15;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT1 CG;60.4147;77.7839;nan
OTHER;;MULTI_AVERAGE;15;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT3 CG;45.9534;176.956;nan
OTHER;;STOCHASTIC;15;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFTF;88.9231;68.2548;nan
OTHER;;MULTI_AVERAGE;15;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT1 CG;26.5728;131.499;nan
OTHER;;MULTI_AVERAGE;15;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT3' CG;6.01028;176.971;nan
OTHER;;STOCHASTIC;15;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFTF;109.377;88.897;nan
OTHER;;STOCHASTIC;15;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT1 CG;10.2143;78.6898;nan
OTHER;;STOCHASTIC;15;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT1 CG;8.10008;91.428;nan
OTHER;;STOCHASTIC;15;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT3 CG;9.21515;91.4279;nan
OTHER;;STOCHASTIC;15;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT3' CG;28.3497;91.5713;nan
OTHER;;STOCHASTIC;15;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3 CG;44.9493;78.6898;nan
OTHER;;STOCHASTIC;15;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3' CG;27.761;71.7582;nan
OTHER;;STOCHASTIC;20;0.500000;0.040000;scale_sqrtT;scale_10;0;GLIFTF;253.96;110.902;nan
OTHER;;STOCHASTIC;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT1;0.320858;111.255;nan
OTHER;;STOCHASTIC;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT3;1.09937;110.491;nan
OTHER;;STOCHASTIC;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT3';1.9039;110.654;nan
OTHER;;STOCHASTIC;20;0.250000;0.040000;scale_sqrtT;scale_10;0;GLIFTF;278.949;97.5402;nan
OTHER;;STOCHASTIC;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT1;0.323551;95.4768;nan
OTHER;;STOCHASTIC;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3;1.04603;95.2777;nan
OTHER;;STOCHASTIC;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3';1.81752;88.2329;nan
OTHER;;MULTI_AVERAGE;15;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3 CG;152.147;131.499;nan
OTHER;;MULTI_AVERAGE;15;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3' CG;34.237;128.195;nan
OTHER;;STOCHASTIC;20;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFTF;284.472;67.05;nan
OTHER;;STOCHASTIC;20;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT1 CG;5.0953;78.2035;nan
OTHER;;MULTI_AVERAGE;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFTF;331.476;222.469;nan
OTHER;;MULTI_AVERAGE;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT1 CG;0.88098;223.031;nan
OTHER;;STOCHASTIC;20;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT3 CG;22.341;78.2035;nan
OTHER;;STOCHASTIC;20;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT3' CG;56.4146;69.2327;nan
OTHER;;MULTI_AVERAGE;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT3 CG;97.8794;222.966;nan
OTHER;;MULTI_AVERAGE;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT3' CG;9.39025;223.031;nan
OTHER;;MULTI_AVERAGE;15;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT3 CG;370.453;77.7825;nan
OTHER;;MULTI_AVERAGE;20;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFTF;514.002;77.9879;nan
OTHER;;MULTI_AVERAGE;15;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT3' CG;45.9276;69.4673;nan
OTHER;;MULTI_AVERAGE;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFTF;520.747;158.871;nan
OTHER;;MULTI_AVERAGE;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT1 CG;54.2317;161.454;nan
OTHER;;STOCHASTIC;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFTF;427.863;107.865;nan
OTHER;;STOCHASTIC;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT1 CG;23.2508;110.376;nan
OTHER;;STOCHASTIC;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFTF;441.135;85.0248;nan
OTHER;;MULTI_AVERAGE;20;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT1 CG;234.535;90.0019;nan
OTHER;;STOCHASTIC;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT3 CG;25.4077;110.376;nan
OTHER;;STOCHASTIC;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT1 CG;27.4721;94.5059;nan
OTHER;;STOCHASTIC;20;0.500000;0.040000;scale_sqrtT;scale_10;0;LIFT3' CG;55.974;110.653;nan
OTHER;;STOCHASTIC;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3 CG;126.475;94.5059;nan
OTHER;;STOCHASTIC;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3' CG;74.9195;88.2322;nan
OTHER;;MULTI_AVERAGE;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3 CG;422.797;161.454;nan
OTHER;;MULTI_AVERAGE;20;0.250000;0.040000;scale_sqrtT;scale_10;0;LIFT3' CG;176.282;159.709;nan
OTHER;;MULTI_AVERAGE;20;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT3 CG;1316.51;90.0018;nan
OTHER;;MULTI_AVERAGE;20;0.000000;0.040000;scale_sqrtT;scale_10;0;LIFT3' CG;126.592;79.9637;nan
